"startTime","framework","runNumber","caseNumber","factor","factorValue"
"warm_1","k8s","2","user_20","throughput",1393.3445056260475
"cold_1","k8s","2","user_20","throughput",924.9841068022887
"warm_2","k8s","2","user_20","throughput",1381.4384049370994
"cold_2","k8s","2","user_20","throughput",675.722744688262
"warm_0","k8s","3","user_20","throughput",1421.9398973857806
"cold_0","k8s","3","user_20","throughput",948.1915933528837
"warm_1","k8s","3","user_20","throughput",1356.327196457702
"cold_1","k8s","3","user_20","throughput",854.249229414355
"warm_2","k8s","3","user_20","throughput",1385.3844322780292
"cold_2","k8s","3","user_20","throughput",668.3509416628387
"warm_0","k8s","4","user_20","throughput",1418.8200877620673
"cold_0","k8s","4","user_20","throughput",708.3739045764363
"warm_1","k8s","4","user_20","throughput",1311.6970926301553
"cold_1","k8s","4","user_20","throughput",1016.0614525139665
"warm_2","k8s","4","user_20","throughput",1382.4228028503562
"cold_2","k8s","4","user_20","throughput",307.79679434936156
"warm_0","k8s","5","user_20","throughput",1250.8059316569954
"cold_0","k8s","5","user_20","throughput",668.7349189934506
"warm_1","k8s","5","user_20","throughput",1458.2811325482335
"cold_1","k8s","5","user_20","throughput",637.6684562287717
"warm_2","k8s","5","user_20","throughput",1439.8812469074717
"cold_2","k8s","5","user_20","throughput",939.0125847047434
"warm_0","k8s","6","user_20","throughput",1379.1469194312797
"cold_0","k8s","6","user_20","throughput",681.6584680252986
"warm_1","k8s","6","user_20","throughput",1347.2222222222222
"cold_1","k8s","6","user_20","throughput",659.4900849858358
"warm_2","k8s","6","user_20","throughput",1455.36384096024
"cold_2","k8s","6","user_20","throughput",1010.0659493231516
